source,target,value
BIO 461,BIO 522,0.84959066
BIO 461,PPE 210,0.83786684
BIO 461,PPE 215,0.83786684
BIO 461,PSY 306,0.83158803
BIO 461,BIO 472,0.7995273
BIO 461,PSY 426,0.79895943
BIO 500,MTC 500,0.99999976
BIO 500,STC 500,0.99999976
BIO 500,SLB 500,0.99999976
BIO 500,THP 700,0.99999976
BIO 500,BUS 700,0.99999976
BIO 500,MUP 600,0.99999976
BIS 497,PHI 497,1.0
BIS 497,MCO 497,1.0
BIS 497,SED 497,1.0
BIS 497,MKT 497,1.0
BIS 497,BUS 497,1.0
BIS 497,FSE 497,1.0
BME 111,IEE 605,0.84603274
BME 111,BMY 512,0.83295524
BME 111,BME 567,0.8257793
BME 111,MET 300,0.8210141
BME 111,BIO 181,0.8196754999999999
BME 111,HSE 290,0.81893134
BUE 792,FSE 792,1.0000001
BUE 792,COE 792,1.0000001
BUE 792,MTC 792,1.0000001
BUE 792,ENE 792,1.0000001
BUE 792,NTR 792,1.0000001
BUE 792,GLG 792,1.0000001
BUS 598,MET 598,1.0000001
BUS 598,SDO 598,1.0000001
BUS 598,MET 191,0.8717425
BUS 598,SGS 191,0.8717425
BUS 598,MET 499,0.81203055
BUS 598,SGS 499,0.81203055
CDE 484,HHE 584,1.0000002000000001
CDE 484,ARE 684,1.0000002000000001
CDE 484,RDG 684,1.0000002000000001
CDE 484,BUS 484,1.0000002000000001
CDE 484,MUP 584,1.0000002000000001
CDE 484,CDE 584,1.0000002000000001
CDE 584,RDG 484,1.0000002000000001
CDE 584,ARE 784,1.0000002000000001
CDE 584,MET 484,1.0000002000000001
CDE 584,RDG 784,1.0000002000000001
CDE 584,ELS 784,1.0000002000000001
CDE 584,SGS 484,1.0000002000000001
CED 529,EDP 529,1.0000002000000001
CED 529,LSC 362,0.7930976
CED 529,SOC 418,0.78983873
CED 529,CDE 418,0.78983873
CED 529,SWG 501,0.7863663000000001
CED 529,SWU 303,0.7863663000000001
CED 567,SOC 360,0.8898065000000001
CED 567,SWG 502,0.88250554
CED 567,PSY 550,0.8824458000000001
CED 567,SWU 340,0.88042176
CED 567,PSY 458,0.8680996999999999
CED 567,COM 430,0.8443428
CEE 452,CNE 452,1.0000004999999998
CEE 452,CON 450,0.854773
CEE 452,CNE 450,0.854773
CEE 452,CEE 552,0.8351398999999999
CEE 452,CON 488,0.805459
CEE 452,CEE 560,0.7970797
CEE 462,CEE 568,0.9999998
CEE 462,CEE 466,0.9108229999999999
CEE 462,CEE 563,0.8787084999999999
CEE 462,CEE 543,0.8766035
CEE 462,CEE 361,0.8763305
CEE 462,CEE 341,0.8495444999999999
CEE 475,CEE 511,0.83230114
CEE 475,CEE 483,0.8013256
CEE 475,CEE 573,0.7842273
CEE 475,CEE 512,0.7536895
CEE 475,CON 486,0.7524156999999999
CEE 475,CNE 243,0.73819995
CEE 485,SOS 181,0.87091166
CEE 485,FSE 181,0.87091166
CEE 485,MEE 446,0.86541605
CEE 485,HSE 290,0.8645558000000001
CEE 485,BMI 613,0.8619318000000001
CEE 485,ATE 556,0.85742694
CEE 526,MSE 502,0.86661565
CEE 526,MEE 322,0.8498826999999999
CEE 526,CEE 533,0.83706784
CEE 526,MSE 501,0.82552916
CEE 526,CNE 420,0.82250303
CEE 526,PLB 525,0.8186145
CEE 564,ABS 270,0.8396519
CEE 564,ABS 483,0.8155960999999999
CEE 564,ERM 503,0.8136709
CEE 564,ESS 513,0.8128493
CEE 564,BIO 320,0.81233704
CEE 564,GPH 433,0.81030923
CEN 599,MET 599,1.0
CEN 599,SDO 599,1.0
CEN 599,MUP 599,1.0
CEN 599,ARE 599,1.0
CEN 599,BUS 599,1.0
CEN 599,BUS 799,0.9945718000000001
CHE 191,CDE 191,1.0000002000000001
CHE 191,JUS 191,1.0000002000000001
CHE 191,CED 191,1.0000002000000001
CHE 191,ARS 191,1.0000002000000001
CHE 191,FRE 191,1.0000002000000001
CHE 191,FIN 191,1.0000002000000001
CHI 514,JPN 415,0.92613864
CHI 514,COM 241,0.83031905
CHI 514,FRE 202,0.82440424
CHI 514,HEB 202,0.8079046999999999
CHI 514,GER 202,0.8079046999999999
CHI 514,GER 201,0.8079046999999999
CIS 294,FMP 394,1.0
CIS 294,FRE 194,1.0
CIS 294,FRE 294,1.0
CIS 294,ART 494,1.0
CIS 294,AIS 494,0.9999998999999999
CIS 294,SSH 194,0.9999998999999999
CON 345,MET 426,0.8852201
CON 345,MEE 446,0.87936145
CON 345,MET 434,0.8384708000000001
CON 345,MET 331,0.8252120999999999
CON 345,MEE 491,0.82502174
CON 345,MEE 482,0.8176774
CON 541,SOS 504,0.82526815
CON 541,TAM 531,0.8242773999999999
CON 541,IEE 369,0.8067662
CON 541,ADE 322,0.79217696
CON 541,IEE 456,0.7867286
CON 541,IEE 458,0.781055
CON 584,HCR 484,1.0000002000000001
CON 584,FSE 484,1.0000002000000001
CON 584,POS 584,1.0000002000000001
CON 584,ERM 484,1.0000002000000001
CON 584,PLB 784,1.0000002000000001
CON 584,PLB 584,1.0000002000000001
CPI 294,DAH 194,1.0
CPI 294,DAH 494,1.0
CPI 294,FRE 294,1.0
CPI 294,RUS 294,1.0
CPI 294,RUS 194,1.0
CPI 294,ART 494,1.0
CPP 540,HCD 540,0.86545575
CPP 540,HCR 221,0.85434383
CPP 540,NUR 522,0.8542700000000001
CPP 540,HCD 502,0.85117304
CPP 540,CPP 550,0.8429856
CPP 540,NUR 512,0.84133554
CPP 550,IBC 640,0.87839305
CPP 550,CRD 563,0.8735673
CPP 550,HCR 430,0.8587543
CPP 550,PRM 364,0.8564298
CPP 550,HCD 502,0.85176647
CPP 550,EXW 452,0.84118116
CPY 635,CPY 701,0.8552036
CPY 635,CAP 400,0.8437466999999998
CPY 635,IBC 612,0.840151
CPY 635,PRM 460,0.8355427
CPY 635,PRM 413,0.8302748
CPY 635,IBC 610,0.82992995
CRD 194,FRE 294,1.0
CRD 194,FRE 194,1.0
CRD 194,FMP 394,1.0
CRD 194,ART 494,1.0
CRD 194,SLC 494,0.9999998999999999
CRD 194,SWU 394,0.9999998999999999
CRJ 100,CRJ 522,0.8466773999999999
CRJ 100,CRJ 462,0.8459878000000001
CRJ 100,CRJ 602,0.83898747
CRJ 100,CRJ 528,0.8333611999999999
CRJ 100,CRJ 203,0.82771385
CRJ 100,CRJ 464,0.82563186
CRJ 444,CRJ 445,0.8948603
CRJ 444,CRJ 529,0.8667036
CRJ 444,CRJ 609,0.85720587
CRJ 444,CRJ 528,0.8270378
CRJ 444,CRJ 533,0.7812538
CRJ 444,PSY 474,0.75571907
CRJ 795,MSE 795,0.9999998999999999
CRJ 795,POR 595,0.9999998999999999
CRJ 795,FRE 595,0.9999998999999999
CRJ 795,MUP 695,0.9999998999999999
CRJ 795,PLA 595,0.9999998999999999
CRJ 795,MUP 795,0.9999998999999999
CSE 412,ACO 421,0.9287228999999999
CSE 412,CSE 510,0.9029805000000001
CSE 412,ACO 320,0.9022958000000001
CSE 412,CSE 414,0.8993521999999999
CSE 412,CSE 512,0.8865627
CSE 412,CIS 360,0.87421227
CSE 552,SER 501,0.8499218000000001
CSE 552,STP 501,0.8419595999999999
CSE 552,PSY 530,0.84102196
CSE 552,STP 310,0.8401327
CSE 552,IEE 622,0.8392636
CSE 552,STP 531,0.82404363
DCE 116,DCE 216,0.8726736999999999
DCE 116,DCE 230,0.8247218000000001
DCE 116,DCE 231,0.79045737
DCE 116,MND 201,0.6894581999999999
DCE 116,DCE 130,0.68462753
DCE 116,JPN 206,0.6789708999999999
DCE 404,DCE 504,0.9448865
DCE 404,DCE 501,0.8088017
DCE 404,DCE 554,0.78925425
DCE 404,DCE 571,0.78007984
DCE 404,DCE 502,0.7793983
DCE 404,DCE 570,0.7777195
DCE 583,LSE 783,1.0
DCE 583,TGM 583,1.0
DCE 583,MUS 583,1.0
DCE 583,MUS 683,1.0
DCE 583,MAS 583,1.0
DCE 583,ACO 583,1.0
DCE 656,DCE 670,0.9109427999999999
DCE 656,DCE 671,0.8737799
DCE 656,MUP 442,0.84011084
DCE 656,MUP 566,0.83212346
DCE 656,MUP 466,0.83212346
DCE 656,MUP 470,0.83212346
DCI 492,GER 492,1.0000002000000001
DCI 492,THP 492,1.0000002000000001
DCI 492,MCO 492,1.0000002000000001
DCI 492,ISS 492,1.0000002000000001
DCI 492,BIS 492,1.0000002000000001
DCI 492,ACO 492,1.0000002000000001
DCI 584,SHS 584,1.0000002000000001
DCI 584,LAP 584,1.0000002000000001
DCI 584,APL 684,1.0000002000000001
DCI 584,SLC 584,1.0000002000000001
DCI 584,CMN 584,1.0000002000000001
DCI 584,VTS 484,1.0000002000000001
DNP 642,HCD 320,0.84949493
DNP 642,DNP 646,0.83890843
DNP 642,PSY 567,0.8342396000000001
DNP 642,DNP 658,0.8334681
DNP 642,NTR 290,0.83091617
DNP 642,DNP 679,0.8232738000000002
DNP 644,PSY 573,0.8349030999999999
DNP 644,CDE 572,0.8337104999999999
DNP 644,PSY 425,0.83136237
DNP 644,PSY 244,0.83007956
DNP 644,EDP 530,0.82983404
DNP 644,DNP 653,0.8270383
DNP 653,PSY 344,0.8706777
DNP 653,PSY 244,0.8582438
DNP 653,PSY 582,0.8420850000000001
DNP 653,EDA 772,0.83951294
DNP 653,CDE 533,0.83679426
DNP 653,SED 522,0.8363396000000001
DNP 690,ESS 790,0.99999976
DNP 690,MTC 790,0.99999976
DNP 690,ELS 790,0.99999976
DNP 690,RUS 590,0.99999976
DNP 690,PUP 590,0.99999976
DNP 690,MGT 590,0.99999976
DNP 706,HCD 402,0.8835183000000001
DNP 706,HCD 400,0.8835183000000001
DNP 706,SSH 405,0.874417
DNP 706,HCD 575,0.8683421
DNP 706,NTR 532,0.8649578000000001
DNP 706,SPE 562,0.8641969
DSC 100,ASU 101-CSE,0.9302564
DSC 100,ASU 101-CEE,0.9302564
DSC 100,ASU 101-CON,0.9302564
DSC 100,ASU 101-TPS,0.9302564
DSC 100,ASU 101-TE,0.9302564
DSC 100,ASU 101-CNE,0.9302564
DSC 394,FRE 294,1.0
DSC 394,ART 494,1.0
DSC 394,FRE 194,1.0
DSC 394,RUS 294,1.0
DSC 394,RUS 194,1.0
DSC 394,FMP 394,1.0
ECD 316,SPE 416,0.8595517
ECD 316,CDE 534,0.8593171999999999
ECD 316,SPE 573,0.8476368000000001
ECD 316,ECD 504,0.8461991
ECD 316,EDP 504,0.8461991
ECD 316,ECD 541,0.83956575
ECD 583,TSS 583,1.0
ECD 583,EDT 683,1.0
ECD 583,RDG 583,1.0
ECD 583,SWG 683,1.0
ECD 583,FSE 683,1.0
ECD 583,PLB 783,1.0
ECN 410,ECN 525,0.906752
ECN 410,ISS 505,0.8775381999999999
ECN 410,STP 281,0.8727915
ECN 410,ACT 535,0.86812985
ECN 410,GTD 506,0.86269414
ECN 410,ECN 425,0.86009735
ECN 584,IMD 484,1.0000002000000001
ECN 584,MTC 684,1.0000002000000001
ECN 584,ASB 484,1.0000002000000001
ECN 584,INT 484,1.0000002000000001
ECN 584,SPE 484,1.0000002000000001
ECN 584,STS 484,1.0000002000000001
ECN 711,SCM 515,0.8742963
ECN 711,MET 409,0.86562556
ECN 711,MET 509,0.86562556
ECN 711,IEE 534,0.8267800999999999
ECN 711,ECN 722,0.8227661000000001
ECN 711,ACT 571,0.8137464
ECN 726,IEE 470,0.8999219
ECN 726,SOC 508,0.8833846
ECN 726,STP 326,0.8809216999999999
ECN 726,EDP 654,0.87893456
ECN 726,STP 311,0.87799335
ECN 726,ACT 435,0.8778254000000001
EDP 523,PPE 451,0.8572609
EDP 523,BIO 531,0.8570007
EDP 523,PPE 551,0.84005916
EDP 523,PPE 340,0.8118055000000001
EDP 523,PPE 310,0.8068451999999999
EDP 523,RDG 413,0.80570453
EDP 530,PSY 573,0.8612349
EDP 530,PSY 341,0.8570473
EDP 530,PSY 461,0.8312860000000001
EDP 530,SWG 501,0.8301463
EDP 530,SWU 303,0.8301463
EDP 530,PSY 446,0.8235101999999999
EDP 799,RDG 799,1.0
EDP 799,EEE 799,1.0
EDP 799,TSS 799,1.0
EDP 799,NEU 799,1.0
EDP 799,SOC 799,1.0
EDP 799,MGT 799,1.0
EDT 340,EDT 462,0.9519753000000001
EDT 340,EDT 562,0.9519753000000001
EDT 340,EDT 563,0.8748292
EDT 340,ART 218,0.8730346999999999
EDT 340,EDT 461,0.859517
EDT 340,EDT 561,0.859517
EEE 465,EEE 565,0.85070103
EEE 465,EEE 532,0.818941
EEE 465,EEE 472,0.8136629
EEE 465,EEE 562,0.7941396
EEE 465,EEE 563,0.7900851999999999
EEE 465,EEE 564,0.78642297
EEE 563,MET 432,0.8601449000000001
EEE 563,MET 434,0.8167778
EEE 563,EEE 643,0.8146326
EEE 563,EEE 572,0.8036182
EEE 563,EEE 573,0.79975927
EEE 563,EEE 631,0.77919734
EGR 338,SER 456,0.90395045
EGR 338,EST 350,0.86634064
EGR 338,SER 486,0.85205543
EGR 338,CSE 320,0.8397546999999999
EGR 338,EEE 625,0.83591765
EGR 338,MET 455,0.8321735
EGR 465,MET 427,0.8176269
EGR 465,MET 440,0.79988086
EGR 465,AMT 280,0.792596
EGR 465,CEE 474,0.792247
EGR 465,MAE 318,0.78895974
EGR 465,AMT 287,0.7861906999999999
EGR 484,JMC 484,1.0000002000000001
EGR 484,CBS 584,1.0000002000000001
EGR 484,MUE 684,1.0000002000000001
EGR 484,EPD 784,1.0000002000000001
EGR 484,CON 484,1.0000002000000001
EGR 484,ANP 484,1.0000002000000001
EGR 611,MET 427,0.9036896999999999
EGR 611,EEE 488,0.89938486
EGR 611,ATE 556,0.8977289
EGR 611,SER 200,0.8887652
EGR 611,EST 471,0.8809648999999999
EGR 611,EST 470,0.8760370000000001
ENG 222,ENG 330,0.8041094
ENG 222,ARS 435,0.7674956000000001
ENG 222,ENG 428,0.7674956000000001
ENG 222,ENG 415,0.75971997
ENG 222,ENG 440,0.75822806
ENG 222,ENG 445,0.7554904
ENG 241,ENG 242,0.9692465
ENG 241,POS 342,0.7995678
ENG 241,ENG 536,0.79270494
ENG 241,REL 282,0.7580799
ENG 241,ENG 478,0.75315106
ENG 241,ENG 533,0.7503616
ENG 314,ENG 513,0.80534226
ENG 314,ENG 530,0.7569846
ENG 314,ENG 413,0.7567053
ENG 314,ENG 606,0.74982035
ENG 314,ASB 480,0.7243985
ENG 314,FRE 421,0.72361773
ENG 325,ENG 438,0.86187416
ENG 325,ENG 415,0.85358536
ENG 325,REL 470,0.8500184000000001
ENG 325,ENG 478,0.8453392
ENG 325,ENG 533,0.8416710999999999
ENG 325,ARS 102,0.8356412
ENG 333,AFR 333,0.9999998999999999
ENG 333,AFR 365,0.8488225
ENG 333,WST 364,0.8488225
ENG 333,WST 318,0.836501
ENG 333,ENG 542,0.8333105
ENG 333,ETH 100,0.828784
ENG 463,AFR 353,0.8809627
ENG 463,ETH 353,0.8809627
ENG 463,WST 318,0.8767488000000001
ENG 463,AFR 210,0.86898994
ENG 463,AFR 354,0.8559196
ENG 463,ETH 354,0.8559196
ENG 476,JST 302,0.75364435
ENG 476,JST 384,0.730288
ENG 476,REL 384,0.730288
ENG 476,ENG 479,0.72881556
ENG 476,ENG 563,0.72722924
ENG 476,REL 460,0.7234670999999999
ENG 484,MTC 484,1.0000002000000001
ENG 484,ECN 484,1.0000002000000001
ENG 484,SWG 684,1.0000002000000001
ENG 484,HCD 584,1.0000002000000001
ENG 484,MCE 484,1.0000002000000001
ENG 484,LSE 784,1.0000002000000001
ENG 504,ENG 656,0.9361094000000001
ENG 504,OGL 350,0.9081870000000001
ENG 504,SOC 451,0.8932483
ENG 504,COM 463,0.8908801
ENG 504,SOC 389 (LAB),0.87269706
ENG 504,ASB 389 (LAB),0.87269706
ENG 525,SLC 596,0.9054110000000001
ENG 525,SPE 538,0.8975519000000001
ENG 525,RDG 531,0.8975519000000001
ENG 525,RDG 508,0.89044577
ENG 525,RDG 509,0.89044577
ENG 525,RDG 532,0.8883658999999999
ENT 446,TEM 481,0.9329417999999999
ENT 446,TEM 482,0.9235257
ENT 446,TGM 525,0.90822005
ENT 446,HON 447,0.89142126
ENT 446,ENT 447,0.89142126
ENT 446,TEM 400,0.8897528
ERM 507,ERM 523,0.8046082
ERM 507,PUP 575,0.79272425
ERM 507,ERM 522,0.7895609
ERM 507,SOC 509,0.76391244
ERM 507,POS 426,0.76274055
ERM 507,ESS 504,0.76221097
ERM 584,SWG 584,1.0000002000000001
ERM 584,EDT 584,1.0000002000000001
ERM 584,PLB 584,1.0000002000000001
ERM 584,PLB 784,1.0000002000000001
ERM 584,VTS 484,1.0000002000000001
ERM 584,BIO 584,1.0000002000000001
ESS 684,MCO 584,1.0000002000000001
ESS 684,CDE 484,1.0000002000000001
ESS 684,PLA 684,1.0000002000000001
ESS 684,LSE 784,1.0000002000000001
ESS 684,JPN 584,1.0000002000000001
ESS 684,MTC 484,1.0000002000000001
EST 194,ART 494,1.0
EST 194,FRE 294,1.0
EST 194,DAH 494,1.0
EST 194,FRE 194,1.0
EST 194,DAH 294,1.0
EST 194,RUS 194,1.0
EXW 643,NTR 557,0.7954992
EXW 643,PPE 430,0.79141456
EXW 643,PPE 478,0.7811523
EXW 643,PSY 330,0.7782532
EXW 643,DNP 651,0.7744805
EXW 643,DNP 641,0.77012587
EXW 700,DAH 500,0.9999998999999999
EXW 700,ADE 500,0.99999976
EXW 700,REL 500,0.99999976
EXW 700,EST 500,0.99999976
EXW 700,EEE 700,0.99999976
EXW 700,MUS 500,0.99999976
EXW 799,SOS 799,1.0
EXW 799,CDE 799,1.0
EXW 799,EEE 799,1.0
EXW 799,PUP 799,1.0
EXW 799,MCO 799,1.0
EXW 799,ASB 799,1.0
FAS 264,SOC 264,0.99999976
FAS 264,ASB 211,0.8947911
FAS 264,TCL 447,0.8781984
FAS 264,SGS 454,0.8781984
FAS 264,WST 447,0.8781984
FAS 264,SOS 447,0.8781984
FAS 595,CON 595,0.9999998999999999
FAS 595,ENG 595,0.9999998999999999
FAS 595,SEC 695,0.9999998999999999
FAS 595,SEC 595,0.9999998999999999
FAS 595,REL 595,0.9999998999999999
FAS 595,CDE 795,0.9999998999999999
FIN 555,TAM 521,0.9130552
FIN 555,TGM 525,0.9012293
FIN 555,DBA 710,0.89908516
FIN 555,ACC 501,0.8959528
FIN 555,ACC 410,0.8948306999999999
FIN 555,ACC 513,0.88153946
FIN 565,ACT 575,0.9110298000000001
FIN 565,ACC 310,0.90080726
FIN 565,TAM 521,0.8998075999999999
FIN 565,ACC 410,0.89146984
FIN 565,IEE 512,0.8892226000000001
FIN 565,ACC 232,0.878999
FIS 336,JUS 334,0.8418051
FIS 336,BIO 578,0.79319423
FIS 336,FIS 337,0.76930004
FIS 336,SOC 334,0.75765467
FIS 336,ASB 344,0.75765467
FIS 336,STS 328,0.75135446
FRE 492,SOS 492,1.0000002000000001
FRE 492,AIS 492,1.0000002000000001
FRE 492,SGS 492,1.0000002000000001
FRE 492,MGT 492,1.0000002000000001
FRE 492,GRK 492,1.0000002000000001
FRE 492,POS 492,1.0000002000000001
FSE 783,ALD 583,1.0
FSE 783,TSS 583,1.0
FSE 783,PUP 583,1.0
FSE 783,RDG 783,1.0
FSE 783,SCM 583,1.0
FSE 783,PUP 683,1.0
GBL 24,GBL 25,1.0000002000000001
GBL 24,GBL 75,1.0000002000000001
GBL 24,GBL 26,1.0000002000000001
GBL 24,GBL 76,1.0000002000000001
GBL 24,GBL 27,1.0000002000000001
GBL 24,ASU 11,0.73318624
GBL 95,GBL 96,0.79258114
GBL 95,COM 263,0.6711831
GBL 95,BLE 324,0.6693429
GBL 95,ENG 506,0.6532774
GBL 95,VTN 101,0.6521551999999999
GBL 95,VTN 102,0.6521551999999999
GCU 351,SOC 333,0.8638610999999999
GCU 351,SWU 474,0.8537179
GCU 351,SOC 516,0.8513780999999999
GCU 351,GCU 515,0.8474089
GCU 351,OGL 350,0.8463693999999999
GCU 351,BIO 423,0.845982
GCU 583,CRJ 583,1.0
GCU 583,ASM 583,1.0
GCU 583,ECD 583,1.0
GCU 583,MTC 683,1.0
GCU 583,ECD 783,1.0
GCU 583,SPE 583,1.0
GCU 586,GPH 585,0.99999994
GCU 586,PUP 585,0.99999994
GCU 586,PUP 485,0.9284745999999999
GCU 586,POR 485,0.9284745999999999
GCU 586,GPH 485,0.9284745999999999
GCU 586,CRD 569,0.7857019000000001
GIS 650,CIS 415,0.8269254999999999
GIS 650,IAP 468,0.81745505
GIS 650,CSE 468,0.8039053
GIS 650,IFT 201,0.802032
GIS 650,THP 555,0.8005928000000001
GIS 650,SER 200,0.79798234
GIS 691,MET 591,1.0000002000000001
GIS 691,CED 791,1.0000002000000001
GIS 691,MUD 591,1.0000002000000001
GIS 691,DNP 791,1.0000001
GIS 691,POS 591,1.0000001
GIS 691,SOS 591,1.0000001
GIT 340,GIT 542,0.90085816
GIT 340,GIT 515,0.90025437
GIT 340,LDE 362,0.8575642
GIT 340,CIS 300,0.8405872999999999
GIT 340,TWC 444,0.83221006
GIT 340,TWC 544,0.83221006
GLG 394,ART 494,1.0
GLG 394,FRE 194,1.0
GLG 394,FMP 394,1.0
GLG 394,DAH 194,1.0
GLG 394,DAH 294,1.0
GLG 394,FRE 294,1.0
GLG 485,AST 522,0.8770714
GLG 485,AST 531,0.8642378000000001
GLG 485,AST 523,0.8566269
GLG 485,AST 533,0.81975234
GLG 485,AST 521,0.8195219000000001
GLG 485,MSE 457,0.78011024
GLG 576,SOS 576,1.0000004999999998
GLG 576,SOS 476,0.99569184
GLG 576,STS 250,0.83901155
GLG 576,SOS 374,0.8109213000000001
GLG 576,GPH 314,0.8078368
GLG 576,SGS 330,0.7853085
GLG 691,MET 591,1.0000002000000001
GLG 691,MUD 591,1.0000002000000001
GLG 691,TGM 591,1.0000001
GLG 691,REL 591,1.0000001
GLG 691,MTC 791,1.0000001
GLG 691,RDG 791,1.0000001
GRA 222,ART 111,0.8313995000000001
GRA 222,ART 112,0.8203075999999999
GRA 222,ART 314,0.8120369000000001
GRA 222,ART 411,0.8067342
GRA 222,ART 454,0.78027016
GRA 222,ART 214,0.76991725
GRA 465,SOS 475,1.0000001
GRA 465,SOS 474,1.0000001
GRA 465,IND 465,1.0000001
GRA 465,IND 464,1.0000001
GRA 465,CIS 440,0.88983667
GRA 465,SLC 510,0.87794733
GRD 591,MUD 591,1.0000002000000001
GRD 591,CED 791,1.0000002000000001
GRD 591,MET 591,1.0000002000000001
GRD 591,SEM 791,1.0000001
GRD 591,COE 691,1.0000001
GRD 591,SST 591,1.0000001
HCD 498,ART 498,1.0000001
HCD 498,CDE 498,1.0
HCD 498,SSH 498,1.0
HCD 498,MGT 498,1.0
HCD 498,OGL 498,1.0
HCD 498,MLS 498,1.0
HCI 298,STP 298,1.0
HCI 298,AST 298,1.0
HCI 298,MTE 298,1.0
HCI 298,COM 298,1.0
HCI 298,ASB 298,1.0
HCI 298,AFR 298,1.0
HCR 598,SPE 598,1.0000001
HCR 598,UET 598,1.0000001
HCR 598,EDA 598,1.0000001
HCR 598,JPN 598,1.0000001
HCR 598,NEU 598,1.0000001
HCR 598,PPE 598,1.0000001
HEB 191,PUP 191,1.0000002000000001
HEB 191,ART 191,1.0000002000000001
HEB 191,CDE 191,1.0000002000000001
HEB 191,FRE 191,1.0000002000000001
HEB 191,ALD 191,1.0000002000000001
HEB 191,MET 191,1.0000002000000001
HSE 477,PSY 101,0.88099205
HSE 477,SWG 519,0.8416251
HSE 477,CED 545,0.8352956
HSE 477,HCR 400,0.8171053
HSE 477,NUR 608,0.80859256
HSE 477,PSY 560,0.80119157
HSE 799,SES 799,1.0
HSE 799,MSE 799,1.0
HSE 799,PSY 799,1.0
HSE 799,SOS 799,1.0
HSE 799,COM 799,1.0
HSE 799,POS 799,1.0
HST 112,POS 112,0.99999976
HST 112,BIO 515,0.8103241
HST 112,SOS 516,0.8103241
HST 112,CMN 565,0.79976916
HST 112,POS 331,0.79832923
HST 112,STS 260,0.7955258000000001
HST 363,HST 364,0.9743122999999999
HST 363,HST 465,0.8253405
HST 363,GER 415,0.8194952
HST 363,ASB 211,0.77084726
HST 363,HST 424,0.7705398
HST 363,REL 372,0.7691473000000001
HST 385,SLC 335,1.0
HST 385,CHI 335,1.0
HST 385,SWG 657,0.81773555
HST 385,SGS 311,0.8071704000000001
HST 385,REL 346,0.7888114
HST 385,CHI 346,0.7888114
HST 792,MCB 792,1.0000001
HST 792,ELS 792,1.0000001
HST 792,SOC 792,1.0000001
HST 792,HSE 792,1.0000001
HST 792,REL 792,1.0000001
HST 792,STP 792,1.0000001
HUL 494,SGS 494,0.9999998999999999
HUL 494,MET 494,0.9999998999999999
HUL 494,MUP 194,0.9999998999999999
HUL 494,MUP 494,0.9999998999999999
HUL 494,ARE 294,0.9999998999999999
HUL 494,ARE 394,0.9999998999999999
IAP 431,MUS 211,0.80747306
IAP 431,THP 455,0.78280437
IAP 431,MUS 212,0.7589519
IAP 431,TCL 490,0.74112564
IAP 431,THP 523,0.73394555
IAP 431,MUP 170,0.7295114
IBC 420,HCD 420,0.9999998999999999
IBC 420,HCD 520,0.81952333
IBC 420,IBC 530,0.7699326
IBC 420,IBC 520,0.7603409000000001
IBC 420,HCR 571,0.75979334
IBC 420,SOC 320,0.7596624
IBC 595,LSE 595,0.9999998999999999
IBC 595,FSE 695,0.9999998999999999
IBC 595,TSS 695,0.9999998999999999
IBC 595,SPE 695,0.9999998999999999
IBC 595,SPE 595,0.9999998999999999
IBC 595,CEN 795,0.9999998999999999
IED 510,ASB 321,0.85339785
IED 510,BLE 511,0.83142304
IED 510,HED 510,0.8279234000000001
IED 510,AIS 524,0.82686913
IED 510,AIS 517,0.8056078000000001
IED 510,AIS 518,0.8056078000000001
IEE 526,HCD 501,0.8521815
IEE 526,IEE 552,0.8521061
IEE 526,SOC 508,0.8437215
IEE 526,SPE 568,0.8411181999999999
IEE 526,SWG 623,0.8404337
IEE 526,PUP 579,0.8391542
IFT 301,EDT 504,0.88134086
IFT 301,AME 230,0.87988794
IFT 301,IEE 305,0.8651120000000001
IFT 301,IEE 506,0.8632302
IFT 301,AME 410,0.8608655000000001
IFT 301,AME 486,0.8552841999999998
INT 311,INT 412,0.84619963
INT 311,INT 515,0.8424809999999999
INT 311,INT 516,0.80120796
INT 311,INT 413,0.79930747
INT 311,ARS 102,0.77664584
INT 311,LTC 344,0.77579916
INT 351,SOS 324,0.7695434
INT 351,PUP 573,0.73537475
INT 351,BIO 427,0.729161
INT 351,ALT 507,0.7278751
INT 351,ALT 535,0.72021794
INT 351,EEE 573,0.71802884
ISS 595,WWS 595,0.9999998999999999
ISS 595,SEM 595,0.9999998999999999
ISS 595,WST 795,0.9999998999999999
ISS 595,RDG 595,0.9999998999999999
ISS 595,MUD 695,0.9999998999999999
ISS 595,ARE 695,0.9999998999999999
ITA 420,FRE 322,0.78718495
ITA 420,FRE 321,0.7702666
ITA 420,ARS 250,0.75138974
ITA 420,ARS 422,0.7347144
ITA 420,GER 446,0.7318783
ITA 420,FMS 446,0.7318783
JMC 436,MCO 536,0.95086956
JMC 436,ASB 395,0.8979488999999999
JMC 436,SOC 685,0.86057675
JMC 436,TWC 535,0.8597136999999999
JMC 436,TWC 435,0.8597136999999999
JMC 436,MCO 517,0.8552097
JPN 492,MUP 492,1.0000002000000001
JPN 492,GRK 492,1.0000002000000001
JPN 492,SGS 492,1.0000002000000001
JPN 492,ARE 492,1.0000002000000001
JPN 492,RDG 492,1.0000002000000001
JPN 492,MET 492,1.0000002000000001
JUS 200,SWG 632,0.7526121
JUS 200,HPS 410,0.7118233
JUS 200,BIO 416,0.7118233
JUS 200,GRA 345,0.67170566
JUS 200,SOC 501,0.66550344
